text,likes,platform,num_palabras
يسلمو ايديكي,1.0,Instagram,2
كتير حلوة ومرتبه👏,1.0,Instagram,3
Masterpiece 🔥,1.0,Instagram,2
🔥🔥🔥,1.0,Instagram,1
🎓🎓🎓🎓🎓🎓,1.0,Instagram,1
يسلموا الايادي ❤️,1.0,Instagram,3
👑 of instagram n the world,1.0,Instagram,6
CHROME HEARTS,1.0,Instagram,2
أنا جربت الشامبو الجاف..المشكلة انو ضروري يعني انا بغسل شعري تاني يوم بكون مزيت.رح أجرب هاي الخلطة ان شاء الله تكون منيحة.,1.0,Instagram,22
"Merci, j'ai pas osé te demander où c'était 🤭",1.0,Instagram,9
🇵🇸💕💕💕💕💕,1.0,Instagram,1
"Fermati, dove stai andando? 🚀🌕😂💙💙💙",1.0,Instagram,5
الغواااالي,2.0,Instagram,1
So U have started the Holy war. 🔥,1.0,Instagram,8
🔥,1.0,Instagram,1
ممكن ارسال الرابط عالخاص شكرا لجهودكم,1.0,Instagram,6
ممكن ارسال الرابط,1.0,Instagram,3
Magnificent 🤩,1.0,Instagram,2
👏🏾👏🏾👏🏾,1.0,Instagram,1
"איזה,זכרונות👏",1.0,Instagram,1
My heart can’t take any more of this 🤢,1.0,Instagram,9
Never seen hospitals doctors ICU s demolished under seige attacked doctors detained humilated its systemic destruction of a nation and its professionals i always say this if u are wounded in Gaza u cant get medical treatment if you die u cant get buried if you are buried u easily get dug up by Israeli brutal forces as dead bodies are stolen let alone journalusts and doctors targeted imprisoned or murdered horrific events unprecedented while the world watches and supports crimes committed,2.0,Instagram,82
That looks very nice. I like this reduced capture 😍❤️,1.0,Instagram,10
🤩,1.0,Instagram,1
Great ride 🚴🏽🚴🏽🫶🏻🫶🏻 happy new week Doc,1.0,Instagram,7
Lovely!!! Ya Layal ✌🏻,1.0,Instagram,4
😍😍😍😍😍,2.0,Instagram,1
Beautiful!!💕💕,1.0,Instagram,1
You beauty ❤️❤️,1.0,Instagram,3
Awesome 💯🔝👏🏼👏🏼👏🏼,1.0,Instagram,2
الحبيب ❤️,1.0,Instagram,2
😍😍😍😍😍,1.0,Instagram,1
❤❤❤❤,1.0,Instagram,1
A photo she will cherish forever.. يعطيكي العافية .. in love with this theme,1.0,Instagram,14
Parabéns!! Por seu aniversário e pelo  batismo! 🙌❤️,1.0,Instagram,8
حلقة رائعة  الضيف و الموضوع,2.0,Instagram,5
Lindo grupo,1.0,Instagram,2
كتير حلوة💕💕,1.0,Instagram,2
ليفاي اكرمانننن🦋💕,1.0,Instagram,2
مبدعتتتييي,1.0,Instagram,1
@ibrahim.alamer,1.0,Instagram,1
Momento único de muita emoção!!! 🙌 obrigada Pr Ely!!,1.0,Instagram,9
🤍🇵🇸🇵🇸🇵🇸,1.0,Instagram,1
❤️🔥,1.0,Instagram,1
Glória  Deus!!!!!,1.0,Instagram,2
Absolutely!,1.0,Instagram,1
Wow!!!! This says so much,1.0,Instagram,5
"These Jockey bras are amazing. I’m a 40DDD with implants so I always thought I had to wear an underwire bra, I was so wrong. Not only does the bra keep these babies where they belong but it’s so comfortable. I only bought 1 but I will be buying more. Thanks for the recommendation.♥️♥️",1.0,Instagram,54
Did you get in the River? Big big fish when I was there. I was in and out pretty fast!!❤️😂,1.0,Instagram,20
😍,1.0,Instagram,1
🤩😘,1.0,Instagram,1
Wow,1.0,Instagram,1
🔻🔻🔻🔻🔻,1.0,Instagram,1
Rose as in Nadia 🌹? 😍😘,1.0,Instagram,6
Queen of traveling ♥️,1.0,Instagram,4
😍😍😍,1.0,Instagram,1
Cute @shelly.shalom,3.0,Instagram,2
Jealous as jealous gets. 🔥🔥🔥,1.0,Instagram,5
غني اكثر  واطربينه بصوتج الجميل. وربي ماينمل. منه. 💕💕💕💕😭😭😭😭😭✨,1.0,Instagram,9
😍😘😘😘,1.0,Instagram,1
Breathtaking indeed! That's a beautiful shot bro !,1.0,Instagram,8
💛💛💛💛,1.0,Instagram,1
Hey noch 3 Wochen dann sind wir @vroni.dieamrheinwohnt @madmast3r & @ahmed906827 auch da😍,1.0,Instagram,13
was für vibes 😮‍💨 liebs!,1.0,Instagram,5
👏👏👏,1.0,Instagram,1
😍❤️يسلموا ايديك احلى كيكة لاحلى ملوكة👏🏻😘,1.0,Instagram,6
😍,1.0,Instagram,1
❤️❤️❤️,1.0,Instagram,1
یکی از آرزوهامه دیدنش😍,1.0,Instagram,4
"Duuuddde, looks unreal",1.0,Instagram,3
What a dream!!!!!,1.0,Instagram,3
beautiful babes 😻,1.0,Instagram,3
يا ابن عمي انا مستني رحله علي متن الخطوط الملكيه الاردنيه معاك متنسناش والنبي يا قبطان❤️🔥,2.0,Instagram,16
قبطانا ❤️ 😍,3.0,Instagram,3
🙌🙌🙌 gloria a Dios,1.0,Instagram,4
نظمي حبيب قلبي ❤️,1.0,Instagram,4
بكرا بحبسوهم,3.0,Instagram,2
🙌🙌🙌,5.0,Instagram,1
hm?,2.0,Instagram,1
😍😍😍,1.0,Instagram,1
وك كل عام وانت بخير يارب منورررررره يا عسل,1.0,Instagram,9
للحرب ابدع المبدعون وتألقو . يا لجمالها وجمال  معانيها 👏❤️,2.0,Instagram,10
شكرا ع المعلومات المفيده ❤️ بس سؤال بينفع ينخلط مع شي يعني للاطفال مع المي او الحليب,2.0,Instagram,17
@beeprotectors,1.0,Instagram,1
yes ofcourse they’re right haha!! 😂,1.0,Instagram,6
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1.0,Instagram,1
عاشت ايييدج❤️,1.0,Instagram,2
يمااا شهالجمااال اختييي😭💞,1.0,Instagram,3
👏👏👏👏,1.0,Instagram,1
يسعدو الحلو منور يامو❤️❤️,1.0,Instagram,4
😍😍😍😍,1.0,Instagram,1
بسططططل,1.0,Instagram,1
Petra anche io ero lì il 23 di Aprile,1.0,Instagram,9
😍😍😍😍😍,1.0,Instagram,1
كم السعر؟؟,1.0,Instagram,2
كم السعر,1.0,Instagram,2
Que lindo!! Feliz demais em te ver casado e amigo de Jesus 😍🙌👏🏻,1.0,Instagram,13
@runnerkinglin you were looking for your next event 🏃🙈,2.0,Instagram,9
What beautiful pictures and memories. Thank you Ultra X. See you soon at the eighth event in a row.🔥🔥❤️,4.0,Instagram,19
Wow great shot 😍,1.0,Instagram,4
MABROUKKKK 😍😍,1.0,Instagram,2
ماشاء الله 🔥😍,1.0,Instagram,3
Hijaz,1.0,Instagram,1
بزبط حدا كثير مثقف طبياً (ثقافة مبنية على قراءة ذاتية لمصادر المعلومات الطبية الموثوقة) ؟ ........طبعاً التخصص مش طبي لكن في اهتمام شديد بالمواضيع الطبية,1.0,Instagram,25
Fucking vet lol,1.0,Instagram,3
Amariiiii❤️❤️❤️,1.0,Instagram,1
Beautiful as always 🙌,1.0,Instagram,4
🔥❤🔥❤,1.0,Instagram,1
🔥🔥🔥,1.0,Instagram,1
باربي اسم الله 👏👏👏,1.0,Instagram,4
عروستي هاي🥺,1.0,Instagram,2
Bisa ketemuan @mrs.tjhia nih 🤪,0.0,Instagram,5
الخطوة الرابعة القمر الاصلي 😍❤️,1.0,Instagram,5
Why not the face too,1.0,Instagram,5
🙌🔥🙌🔥,1.0,Instagram,1
Beautiful 😍😍😍,1.0,Instagram,2
❤️بيجننو,1.0,Instagram,1
🤗🤗💚,1.0,Instagram,1
😘😘😘😘,1.0,Instagram,1
omg your actually stunning 😍,1.0,Instagram,5
Semoga sukses selalu Bu dalam bisnisnya. Dan semoga cepat dapat pendamping yang sesuai dan cocok dengan ibu.,1.0,Instagram,17
❤ ْ,1.0,Instagram,2
🔥,1.0,Instagram,1
❤️,1.0,Instagram,1
QUE BELLA,1.0,Instagram,2
The colors are so beautiful and the artwork makes it complete ❤️,1.0,Instagram,12
❤,1.0,Instagram,1
"Tienes que ser muy bonito preciosa , disfrutalo al maximo 😍🌈🙏🌻❤❤",1.0,Instagram,11
Staat je prachtig ik zeg verhuizen kludy😝,1.0,Instagram,7
❤️😍🔥,1.0,Instagram,1
Padrisimas fotos,1.0,Instagram,2
صار معي انفلونزا كتيييير قوي ماقدرت اتحرك من السرير لمدة ٤ ايام مع سعال حاااااد جداً وحرارة  والطبيب  وصف لي فقط حب السيتامول لأنني مرضعة 😭,1.0,Instagram,26
Meu coração está  aqui  muito  preocupado  mas sei que  o meu Deus que te levou  vai te trazer  em paz e segurança te amo. Aguenta  CORAÇÃO ❤️ ❤️ ❤️ ❤️,2.0,Instagram,30
OMG... I love it ❤️❤️,1.0,Instagram,5
Beautiful ❤️,1.0,Instagram,2
🔥🔥🔥,1.0,Instagram,1
You are incredible and we are thankful for you all,2.0,Instagram,10
"Eu já tive esse privilégio de me batizar no Rio Jordão,  numa caravana com esse pessoal aí!!! 
Parabéns Ernesto e sua equipe pelo profissionalismo!!👏👏👏 Hélio de Curitiba.",1.0,Instagram,27
nice,1.0,Instagram,1
Sharppppppp,1.0,Instagram,1
👏👏👏 yes !,1.0,Instagram,3
ذات فقد 😔,1.0,Instagram,3
❤️❤️❤️❤️❤️,1.0,Instagram,1
I want to visit this museum in Srping 😊,1.0,Instagram,9
🔥🔥🔥,1.0,Instagram,1
👏🔥❤️,1.0,Instagram,1
ابداع 🩵🩵🩵🩵,1.0,Instagram,2
ابدعتي,1.0,Instagram,1
"Amman ist like my second hometown, when I was little i used to spend every summer there. So your pictures made me wanna go to my jdi and teta immediately.  Your work is incredible, don't let anybody tell you otherwise!! 😍🥰✨",1.0,Instagram,41
عاشت الايادي المبدعة تجنن .. فعلا و ريحة البيت لا توصف,1.0,Instagram,11
Magnifique!,1.0,Instagram,1
Awesome holiday🥂,1.0,Instagram,2
كل توفيق,3.0,Instagram,2
എല്ലാം അങ്ങ് പറയുന്നത് പോലെ 🖤,1.0,Instagram,5
"Thanks Dr Little 👏You are serving the Master very well 🔥in your Calling, and back home in Jamaica, 🇯🇲we are so very grateful proud of you.  Unlimited blessings 🙏🙏to the entire Team 👏",1.0,Instagram,33
צילום נפלא ❤️,1.0,Instagram,3
My screen is burning when I play this 🔥🔥🔥🔥,1.0,Instagram,9
كم المدة الي بنقدر نستخدمه فيها بعد خلطه بالماء ؟؟ ساعات معدوده ام تبقى فعاليته  لعدة ايام؟؟,1.0,Instagram,17
طيب بعدين نزيله من ع الاسطح زي الارضيات ولا خليه عادي بحسه مش بيروح,1.0,Instagram,14
Biar menarik perhatian dok😂😂😂,1.0,Instagram,4
@razan.tmn,1.0,Instagram,1
🌸🌸🌸🌸🤍🤍🤍,1.0,Instagram,1
استاذنا الغالي منور🤍🔥,1.0,Instagram,3
اخوووووي الغاااالي بتمنالك جو دافي😂❤️❤️,1.0,Instagram,5
"No words, just wow 😍",1.0,Instagram,5
Absolutely stunning!,1.0,Instagram,2
Família linda abençoada  que Deus continue abençoando vocês .,1.0,Instagram,9
كم سعره,1.0,Instagram,2
Que lindo! Deus te abençoe sempre,1.0,Instagram,6
😍😍😍,1.0,Instagram,1
@amnasalwan_  تذكرتج🥹🍉,1.0,Instagram,2
لا لا كتير كتير واو😍😍😍😍😍😍😍,1.0,Instagram,5
👏,1.0,Instagram,1
I’ve never understood why the US stands behind Israel???,1.0,Instagram,9
إبداع ماشاء الله عليكِ رندوووومتيييييي 🥹🦋💗,1.0,Instagram,6
مبدعتي دائما ❤️❤️,1.0,Instagram,3
يجننن عمري😘😘,1.0,Instagram,2
Que lindo. Eu tô sonhando com esse dia 🙌,1.0,Instagram,9
👏🏻👏🏻👏🏻,1.0,Instagram,1
Wonderful photo 😍😍😍👏👏👏,1.0,Instagram,3
Why not Latin language up there? If it Roman Empire,3.0,Instagram,10
Congratulations Andre!!!❤️,1.0,Instagram,2
The coolest thing EVER! Me and my gf @katievibesonly (who I met in gamma phi 🥰) were freaking out in the theater! We love you SO much Kristin! 🌙💕,1.0,Instagram,29
Thank you for being awesome. I’m happy to work with you everyday!,3.0,Instagram,12
🔥🔥🔥❤️🙌,1.0,Instagram,1
Lo necesitoooo!!! 🙌🙌🙌,1.0,Instagram,3
😍😍😍😍😍,1.0,Instagram,1
Vas @lindasuaazo,1.0,Instagram,2
"Es que no puedo evitar decir que eres un mujerooon, pero esa personalidad , esa belleza  uff eres guapísima nena, @paumtzurita de verdad cuanta clase ♥️🍷",0.0,Instagram,26
👏👏👏👏👏,1.0,Instagram,1
@clio.almeida,2.0,Instagram,1
Yo quiero es Justo lo que necesito 🙌❤️,1.0,Instagram,8
"Yo quierooo, lo voy a intentar y te vas conmigo he jajajaja @kimkls_",1.0,Instagram,13
❤️❤️❤️,1.0,Instagram,1
La rosa estaría perfecta🤩,1.0,Instagram,4
Pero ese producto es para pelo de hombres o para pelo de mujeres?,3.0,Instagram,13
@pimrecourt zouden die bakstenen die op zijn kop hangen nu ook tevreden zijn? 🤔,0.0,Instagram,14
The sloped partition wall with the circular opening is such a captivating design element! Such a clever contrast to the post-and-beam house—stunning work!,3.0,Instagram,23
Our sweet Ciana! We are so unbelievably proud to see all you’ve done 🩷,2.0,Instagram,14
Hey @lauren_jeffrey16 girllll,1.0,Instagram,3
this reminded me how much i miss bailee 🥲🩷,1.0,Instagram,9
@gammaphinsu hey girls!!!,3.0,Instagram,3
@noa.olivia.amar so happy you’re my sister 💕,1.0,Instagram,7
@avahartman_ @meganpetrik_ @meganebken baddies 🔥🔥,2.0,Instagram,5
@dove.ellie and @josie.mctaggart two of the hardest working gals i know🥹,3.0,Instagram,11
@zoemamakos !!! famous !!!,3.0,Instagram,4
Cuties ❤️ @eirbear3819 @stellanasso @judyhammoud @ninaareece,5.0,Instagram,6
❤️,1.0,Instagram,1
@ballonsbyk @nina_morganmua @ajekai,1.0,Instagram,3
@edmondoa_ @yawadogbeda @afoley.vee_de_greatest @naa_yemoteley_daniels @iamgrande_,3.0,Instagram,5
@theresa_neequaye,2.0,Instagram,1
This beautiful 😻,2.0,Instagram,3
Let me go find mam so we do some,1.0,Instagram,9
"@a_w3_da_na ,@k_lissaana and @miss_international_africa23",1.0,Instagram,4
@gmurda_ she’s an angel ❤️❤️❤️,1.0,Instagram,5
@akosuanyame.waa my comforter 😍😍😍,2.0,Instagram,4
The sweetest !! @hally.lopez @elyssafarley,1.0,Instagram,5
I love @kylie.raelynn,1.0,Instagram,3
@anyasasata @manikamoh 😍😍,1.0,Instagram,3
@kayaa.ross @hayleechristensen cuties,2.0,Instagram,3
@amy.n.2020 @mariajgonzalezg love love and love,1.0,Instagram,6
@ariana_stratton @jennifer_baron 🩷,1.0,Instagram,3
"@adepaglow_makeover.gh 
@awos_uniktouch",1.0,Instagram,2
With proud cheer leaders! You go girl!,2.0,Instagram,7
@tho.y_,1.0,Instagram,1
@ohenebanurudeen 🤭🤫,2.0,Instagram,2
GNC and all the occurrences at the girls’ side and blue block🤣🤣 iykyk,1.0,Instagram,13
@mr_fashion_de_model @yevu_golden,1.0,Instagram,2
@model_elijah,1.0,Instagram,1
"@tv3_ghana You guys have been fantastic with the election coverage!  God bless you for sacrificing your time and energy out there. 
We appreciate and love you all. We love TV3!
 #First in News #Best In Entertainment",2.0,Instagram,36
Just listened to you with Josh Smith. Great stuff. Keep them running 💪.,3.0,Instagram,13
@aubreyfwalley ❤️❤️,0.0,Instagram,2
❤❤,1.0,Instagram,1
❤️,1.0,Instagram,1
@sheisblackgold,2.0,Instagram,1
"Eyyy,the AI guys are showing us😂😂🏃🏾‍♀️🏃🏾‍♀️.Baby, I'm jealous' says it all😂",1.0,Instagram,11
@eshunz_couture 😍,3.0,Instagram,2
@theresa_neequaye,2.0,Instagram,1
"@serwaamadeit my girl 😍❤️

Thank you printex @printexghana",0.0,Instagram,8
"And if you don’t follow the eyes instructions and the visitor leaves, the rest is for you 😂😂😂😂",1.0,Instagram,18
"I attended Agogo State College…Oh Yeah! I’m a proud Asosa🤩. I remember the special treatment athletes received as we prepared for inter-schools or any sports competition. Charlie!!! The lavish care given to us was truly remarkable😄🤩 And of course the JAMA!! Especially in the school bus, and the driver, as lively as us students, kicked off with the horns😂😂 Baabiara awu",1.0,Instagram,61
Just getting started!,3.0,Instagram,3
HEY @isabelmmoore,2.0,Instagram,2
I love Bailee! All the love from Gamma Psi!!!,1.0,Instagram,9
dancing forever with @dmfunk_06 and @elsa.g_04 🪩🤍,1.0,Instagram,7
@alexa.visocsky we’re real sisters now!,0.0,Instagram,5
@kristin_.eli @_caseyroach_ hey pookies,0.0,Instagram,4
QUEEN 👸🏼 @aubreyfwalley,1.0,Instagram,3
awww @shania.mooree so cute,0.0,Instagram,4
@_kamryndiaz_ @kaylee.farina auntie and gbig🩷🩷🥰,2.0,Instagram,5
@mariajgonzalezg @amy.n.2020 GORGEOUS,1.0,Instagram,3
I’d share with @akohsuah_xandie ❤️,1.0,Instagram,5
🔥🔥🔥,3.0,Instagram,1
@elisunny_couture_gh,1.0,Instagram,1
"@prettyseeta , @just_etor_nam and @mr_fashion_de_model",2.0,Instagram,5
I LOVE KABA!!!🤭🤩❤️,2.0,Instagram,3
Can I take shower with bracelet or using in pool or beach?,1.0,Instagram,12
Your product is fire🔥 its been almost a year and I’ve had no issues 🚫 very effective and often a conversation starter ✅ Thank you guys for the opportunity‼️,4.0,Instagram,29
🔥❤️,1.0,Instagram,1
"Wow, learned a lot! thanks for sharing!",3.0,Instagram,7
Obsessed with you all. It’s an honor to know you!,2.0,Instagram,10
Is LinkedIn an option to share?,2.0,Instagram,6
"Não sei se vcs não viram ...as vias férrea na divisa da av.joaquim Nelson e as hortas que tendo acidente, motociclista e ciclista escorregado pois essa via férrea está molhada devido um esgoto entupido que está transbordando de água .....",1.0,Instagram,40
😍😍😍😍😍😍🥳🥳🥳🥳,1.0,Instagram,1
#deluded,1.0,Instagram,1
How do I charge it???😮 @dot.cards,0.0,Instagram,6
A customizable design on the card would be amazing for us artists 😌🤝 This sounds like an awesome alternative!,3.0,Instagram,19
Didn’t know @hjrussellco had their hand in all of these projects! Respect,2.0,Instagram,12
I will like this on every social media outlet🤣,1.0,Instagram,9
Amazing humans deserve amazing recognition. So grateful to get to know you both 🙌❤️,2.0,Instagram,14
😂😂 True! Scrolling all day is research!,2.0,Instagram,7
Do you guys do commercial roofing?,1.0,Instagram,6
@drjoseilsonnunes,2.0,Instagram,1
👏👏👏,1.0,Instagram,1
👏👏👏👏,1.0,Instagram,1
NÃO CONSIGO MATRÍCULA EM NENHUMA ESCOLA DA ZONA SUL SÓ DIZ QUE NÃO TEM VAGA DISPONÍVEL.....@seducpi,1.0,Instagram,16
